experiment_id,method,policy_id,predicted_policy,retrieval_score,decision_date,policy_accuracy,allocation_l1_to_reference,projected_weights,reference_weights,task_id
nl_baseline,rule,P6,P6,1.0,2011-01-03,1,0.0,"{""SPY"":0.0797397674,""QQQ"":0.0939263888,""IWM"":0.0995543143,""DIA"":0.0822467984,""EFA"":0.0051020523,""EEM"":0.026261175,""VEA"":0.0047969559,""VWO"":0.0351344468,""AGG"":0.0193159272,""BND"":0.0180625617,""SHY"":0.0316897318,""IEF"":0.0063934752,""TLT"":0.0006096481,""TIP"":0.0090457888,""LQD"":0.0142440624,""HYG"":0.1040800594,""GLD"":0.065420085,""SLV"":0.1475817265,""DBC"":0.0187184742,""VNQ"":0.1030057617,""UUP"":0.0010591653,""BIL"":0.0340116336}","{""SPY"":0.0797397674,""QQQ"":0.0939263888,""IWM"":0.0995543143,""DIA"":0.0822467984,""EFA"":0.0051020523,""EEM"":0.026261175,""VEA"":0.0047969559,""VWO"":0.0351344468,""AGG"":0.0193159272,""BND"":0.0180625617,""SHY"":0.0316897318,""IEF"":0.0063934752,""TLT"":0.0006096481,""TIP"":0.0090457888,""LQD"":0.0142440624,""HYG"":0.1040800594,""GLD"":0.065420085,""SLV"":0.1475817265,""DBC"":0.0187184742,""VNQ"":0.1030057617,""UUP"":0.0010591653,""BIL"":0.0340116336}",f2e24694f6614526a867864d
nl_baseline,tfidf,P6,P6,0.17823350988662123,2011-01-03,1,0.0,"{""SPY"":0.0797397674,""QQQ"":0.0939263888,""IWM"":0.0995543143,""DIA"":0.0822467984,""EFA"":0.0051020523,""EEM"":0.026261175,""VEA"":0.0047969559,""VWO"":0.0351344468,""AGG"":0.0193159272,""BND"":0.0180625617,""SHY"":0.0316897318,""IEF"":0.0063934752,""TLT"":0.0006096481,""TIP"":0.0090457888,""LQD"":0.0142440624,""HYG"":0.1040800594,""GLD"":0.065420085,""SLV"":0.1475817265,""DBC"":0.0187184742,""VNQ"":0.1030057617,""UUP"":0.0010591653,""BIL"":0.0340116336}","{""SPY"":0.0797397674,""QQQ"":0.0939263888,""IWM"":0.0995543143,""DIA"":0.0822467984,""EFA"":0.0051020523,""EEM"":0.026261175,""VEA"":0.0047969559,""VWO"":0.0351344468,""AGG"":0.0193159272,""BND"":0.0180625617,""SHY"":0.0316897318,""IEF"":0.0063934752,""TLT"":0.0006096481,""TIP"":0.0090457888,""LQD"":0.0142440624,""HYG"":0.1040800594,""GLD"":0.065420085,""SLV"":0.1475817265,""DBC"":0.0187184742,""VNQ"":0.1030057617,""UUP"":0.0010591653,""BIL"":0.0340116336}",327673716082594949d9d349
nl_baseline,rule,P1,P1,1.0,2011-03-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",c8615ec88e85741682284309
nl_baseline,tfidf,P1,P1,0.09272911026017053,2011-03-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",a50473f7ff482828bd60f717
nl_baseline,rule,P2,P2,1.0,2011-03-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}",c3e1c5fc4303c635cf5c0542
nl_baseline,tfidf,P2,P2,0.09977298455538249,2011-03-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}",d8a4592d12c45f92b48f23a2
nl_baseline,rule,P3,P3,1.0,2011-03-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}",384b753c959545223864ca45
nl_baseline,tfidf,P3,P3,0.10306444828113322,2011-03-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}",a54bf2716173cd0424969ead
nl_baseline,rule,P4,P4,1.0,2011-03-04,1,0.0,"{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}","{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}",c7a0edce959db89583dce837
nl_baseline,tfidf,P4,P4,0.1676960851005751,2011-03-04,1,0.0,"{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}","{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}",6e5d77597d372f2f72a49b22
nl_baseline,rule,P5,P5,1.0,2011-03-04,1,0.0,"{""SPY"":0.0429512885,""QQQ"":0.0394216799,""IWM"":0.0660373701,""DIA"":0.047538648,""EFA"":0.014786134,""EEM"":0.012147058,""VEA"":0.0138137741,""VWO"":0.0099634372,""AGG"":0.0179680192,""BND"":0.0178980059,""SHY"":0.0172176982,""IEF"":0.0036577717,""TLT"":0.0133012998,""TIP"":0.0721931401,""LQD"":0.0370030794,""HYG"":0.0775746037,""GLD"":0.133328798,""SLV"":0.2225032757,""DBC"":0.0982016827,""VNQ"":0.0167430038,""UUP"":1.214306433e-17,""BIL"":0.0257502321}","{""SPY"":0.0429512885,""QQQ"":0.0394216799,""IWM"":0.0660373701,""DIA"":0.047538648,""EFA"":0.014786134,""EEM"":0.012147058,""VEA"":0.0138137741,""VWO"":0.0099634372,""AGG"":0.0179680192,""BND"":0.0178980059,""SHY"":0.0172176982,""IEF"":0.0036577717,""TLT"":0.0133012998,""TIP"":0.0721931401,""LQD"":0.0370030794,""HYG"":0.0775746037,""GLD"":0.133328798,""SLV"":0.2225032757,""DBC"":0.0982016827,""VNQ"":0.0167430038,""UUP"":1.214306433e-17,""BIL"":0.0257502321}",139c51c0a2cd2050e0ae892a
nl_baseline,tfidf,P5,P5,0.23868052189612618,2011-03-04,1,0.0,"{""SPY"":0.0429512885,""QQQ"":0.0394216799,""IWM"":0.0660373701,""DIA"":0.047538648,""EFA"":0.014786134,""EEM"":0.012147058,""VEA"":0.0138137741,""VWO"":0.0099634372,""AGG"":0.0179680192,""BND"":0.0178980059,""SHY"":0.0172176982,""IEF"":0.0036577717,""TLT"":0.0133012998,""TIP"":0.0721931401,""LQD"":0.0370030794,""HYG"":0.0775746037,""GLD"":0.133328798,""SLV"":0.2225032757,""DBC"":0.0982016827,""VNQ"":0.0167430038,""UUP"":1.214306433e-17,""BIL"":0.0257502321}","{""SPY"":0.0429512885,""QQQ"":0.0394216799,""IWM"":0.0660373701,""DIA"":0.047538648,""EFA"":0.014786134,""EEM"":0.012147058,""VEA"":0.0138137741,""VWO"":0.0099634372,""AGG"":0.0179680192,""BND"":0.0178980059,""SHY"":0.0172176982,""IEF"":0.0036577717,""TLT"":0.0133012998,""TIP"":0.0721931401,""LQD"":0.0370030794,""HYG"":0.0775746037,""GLD"":0.133328798,""SLV"":0.2225032757,""DBC"":0.0982016827,""VNQ"":0.0167430038,""UUP"":1.214306433e-17,""BIL"":0.0257502321}",e6711ab43da2b9de05a5d2d4
nl_baseline,rule,P6,P6,1.0,2011-03-04,1,0.0,"{""SPY"":0.0762241481,""QQQ"":0.0729915675,""IWM"":0.0460829753,""DIA"":0.0945044388,""EFA"":0.0403048258,""EEM"":0.0208601939,""VEA"":0.0106043249,""VWO"":0.0224051169,""AGG"":0.0209728465,""BND"":0.0210282029,""SHY"":0.0399654303,""IEF"":0.0063329468,""TLT"":0.0006049325,""TIP"":0.0170672958,""LQD"":0.0168142455,""HYG"":0.0465490554,""GLD"":0.0664171517,""SLV"":0.2059359687,""DBC"":0.0824326499,""VNQ"":0.0441522567,""UUP"":0.0008570592,""BIL"":0.0468923668}","{""SPY"":0.0762241481,""QQQ"":0.0729915675,""IWM"":0.0460829753,""DIA"":0.0945044388,""EFA"":0.0403048258,""EEM"":0.0208601939,""VEA"":0.0106043249,""VWO"":0.0224051169,""AGG"":0.0209728465,""BND"":0.0210282029,""SHY"":0.0399654303,""IEF"":0.0063329468,""TLT"":0.0006049325,""TIP"":0.0170672958,""LQD"":0.0168142455,""HYG"":0.0465490554,""GLD"":0.0664171517,""SLV"":0.2059359687,""DBC"":0.0824326499,""VNQ"":0.0441522567,""UUP"":0.0008570592,""BIL"":0.0468923668}",2e04b970ceadaf4e2ef42c30
