event,proj_l1,proj_l2,cap_clip,neg_weight_count,over_cap_count,entropy,herfindahl,equal_collapse,sum_weight,max_weight,min_weight,turnover_l1,turnover_cap,turnover_clip,strategy_key,fold,model,persona,json_valid,parse_failed,repair_used,elapsed_sec,output_length,hallucinated_ticker_count,missing_asset_count,invalid_weight_count,negative_weight_count,equal_fallback,raw_response,parsed_response,prompt_profile,stage,intended_asset,raw_top_asset,raw_fidelity,raw_core_weight,prompt_cap,hard_max_weight,raw_threshold_fidelity,raw_threshold_gap,projected_top_asset,projected_fidelity,projected_core_weight,projected_threshold_fidelity,projected_threshold_gap,fidelity_loss,threshold_fidelity_loss,raw_weights_json,projected_weights_json,raw_equal_l1,raw_equal_fidelity,projected_equal_l1,projected_equal_fidelity,raw_herfindahl,raw_nonnegative,projected_herfindahl,projected_nonnegative
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,TLT,,,,0.6,0.6,,,SPY,0.0,0.01904761904761904,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,TLT,SPY,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,TLT,,,,0.6,0.6,,,SPY,0.0,0.01904761904761904,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,QQQ,SPY,0.0,0.01951139531068732,0.6,0.6,0.0,-0.5804886046893126,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,QQQ,,,,0.6,0.6,,,SPY,0.0,0.01951139531068731,0.0,-0.5804886046893126,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,VNQ,SPY,0.0,0.01951139531068732,0.6,0.6,0.0,-0.5804886046893126,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,VNQ,,,,0.6,0.6,,,SPY,0.0,0.01951139531068731,0.0,-0.5804886046893126,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,IWM,IWM,1.0,0.6,0.6,0.6,1.0,0.0,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,IWM,,,,0.6,0.6,,,IWM,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,IWM,IWM,1.0,0.6122448979591837,0.6,0.6,1.0,0.01224489795918371,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,IWM,,,,0.6,0.6,,,IWM,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,EFA,SPY,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,EFA,,,,0.6,0.6,,,SPY,0.0,0.01904761904761904,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,IWM,IWM,1.0,0.6,0.6,0.6,1.0,0.0,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,IWM,,,,0.6,0.6,,,IWM,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,IWM,IWM,1.0,0.6,0.6,0.6,1.0,0.0,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,IWM,,,,0.6,0.6,,,IWM,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,raw,IWM,IWM,1.0,0.6,0.6,0.6,1.0,0.0,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P1],1,llama3.1:8b,P1,,,,,,,,,,,,,1.0,projected,IWM,,,,0.6,0.6,,,IWM,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,raw,BIL,BIL,1.0,0.6006006006006006,0.6,0.6,1.0,0.0006006006006006315,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P2],1,llama3.1:8b,P2,,,,,,,,,,,,,2.0,projected,BIL,,,,0.6,0.6,,,BIL,1.0,0.6,1.0,0.0,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,TLT,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,TLT,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,UUP,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,UUP,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,UUP,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,UUP,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,SLV,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,SLV,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,IWM,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,IWM,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,SLV,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,SLV,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,GLD,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,GLD,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,GLD,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,GLD,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,SLV,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,SLV,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,SLV,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,SLV,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,UUP,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,UUP,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,TLT,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,TLT,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,SLV,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,projected,SLV,,,,0.6,0.6,,,DBC,0.0,0.019047619047619053,0.0,-0.5809523809523809,0.0,0.0,,,,,,,,,,
prompt_fidelity,,,,,,,,,,,,,,,NLPI[llama3.1:8b|P3],1,llama3.1:8b,P3,,,,,,,,,,,,,3.0,raw,SLV,DBC,0.0,0.019019019019019017,0.6,0.6,0.0,-0.5809809809809809,,,,,,,,,,,,,,,,,
